"","budget","id","original_language","popularity","production_companies","production_countries","release_date","revenue","runtime","status","title","vote_average","vote_count","genre_1","genre_2"
"63",180000000,258489,"en",42.741719,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Dark Horse Entertainment"", ""id"": 552}, {""name"": ""Jerry Weintraub Productions"", ""id"": 2596}, {""name"": ""RatPac-Dune Entertainment"", ""id"": 41624}, {""name"": ""Beagle Pug Films"", ""id"": 46339}, {""name"": ""Riche Productions"", ""id"": 86565}, {""name"": ""Village Roadshow Films North America"", ""id"": 86566}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-06-29,356743061,109,"Released","The Legend of Tarzan",5.5,2430,"Action","Adventure"
"64",180000000,411,"en",67.391328,"[{""name"": ""Walt Disney"", ""id"": 5888}, {""name"": ""Walden Media"", ""id"": 10221}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-12-07,748806957,143,"Released","The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",6.7,2629,"Adventure","Family"
"65",178000000,246655,"en",139.272042,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Donners' Company"", ""id"": 431}, {""name"": ""Marvel Entertainment"", ""id"": 7505}, {""name"": ""Bad Hat Harry Productions"", ""id"": 9168}, {""name"": ""TSG Entertainment"", ""id"": 22213}, {""name"": ""Kinberg Genre"", ""id"": 78091}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-05-18,543934787,144,"Released","X-Men: Apocalypse",6.4,4721,"Science Fiction",NA
"66",185000000,155,"en",187.322927,"[{""name"": ""DC Comics"", ""id"": 429}, {""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""DC Entertainment"", ""id"": 9993}, {""name"": ""Syncopy"", ""id"": 9996}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-07-16,1004558444,152,"Released","The Dark Knight",8.2,12002,"Drama","Action"
"67",175000000,14160,"en",92.201962,"[{""name"": ""Pixar Animation Studios"", ""id"": 3}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-05-13,735099082,96,"Released","Up",7.7,6870,"Animation","Comedy"
"68",175000000,15512,"en",36.167578,"[{""name"": ""DreamWorks Animation"", ""id"": 521}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-03-19,381509870,94,"Released","Monsters vs Aliens",6,1423,"Animation","Family"
"69",140000000,1726,"en",120.725053,"[{""name"": ""Marvel Studios"", ""id"": 420}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-04-30,585174222,126,"Released","Iron Man",7.4,8776,"Action","Science Fiction"
"70",170000000,44826,"en",32.319043,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Infinitum Nihil"", ""id"": 2691}, {""name"": ""GK Films"", ""id"": 3281}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2011-11-22,185770160,126,"Released","Hugo",7,2141,"Adventure","Drama"
"71",170000000,8487,"en",40.748915,"[{""name"": ""Todman, Simon, LeMasters Productions"", ""id"": 2507}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Peters Entertainment"", ""id"": 16774}, {""name"": ""Sonnenfeld Josephson Worldwide Entertainment"", ""id"": 57088}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-06-29,222104681,106,"Released","Wild Wild West",5.1,1020,"Action","Adventure"
"72",145000000,1735,"en",60.034162,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""China Film Co-Production Corporation"", ""id"": 2269}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Alphaville Films"", ""id"": 11462}, {""name"": ""Sommers Company, The"", ""id"": 19643}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-07-01,401128639,112,"Released","The Mummy: Tomb of the Dragon Emperor",5.2,1387,"Adventure","Action"
"73",175000000,297761,"en",90.23792,"[{""name"": ""DC Comics"", ""id"": 429}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Atlas Entertainment"", ""id"": 507}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""DC Entertainment"", ""id"": 9993}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-08-02,7.45e+08,123,"Released","Suicide Squad",5.9,7458,"Action","Adventure"
"74",175000000,2698,"en",27.082182,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Spyglass Entertainment"", ""id"": 158}, {""name"": ""Shady Acres Entertainment"", ""id"": 159}, {""name"": ""Original Film"", ""id"": 333}, {""name"": ""Playtone"", ""id"": 4171}, {""name"": ""Relativity Media"", ""id"": 7295}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-06-09,1.73e+08,96,"Released","Evan Almighty",5.3,1151,"Fantasy","Comedy"
"75",178000000,137113,"en",79.456485,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Viz Media"", ""id"": 6687}, {""name"": ""Province of British Columbia Production Services Tax Credit"", ""id"": 12200}, {""name"": ""3 Arts Entertainment"", ""id"": 36390}, {""name"": ""RatPac-Dune Entertainment"", ""id"": 41624}]","[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-05-27,370541256,113,"Released","Edge of Tomorrow",7.6,4858,"Action","Science Fiction"
"76",175000000,9804,"en",44.640292,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Gordon Company"", ""id"": 1073}, {""name"": ""Davis Entertainment"", ""id"": 1302}, {""name"": ""Licht/Mueller Film Corporation"", ""id"": 6092}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1995-07-28,264218220,135,"Released","Waterworld",5.9,992,"Adventure","Action"
"77",175000000,14869,"en",32.852443,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Spyglass Entertainment"", ""id"": 158}, {""name"": ""Di Bonaventura Pictures"", ""id"": 435}, {""name"": ""Hasbro"", ""id"": 2598}, {""name"": ""Kontsept Film Company"", ""id"": 76067}]","[{""iso_3166_1"": ""CZ"", ""name"": ""Czech Republic""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-08-04,302469017,118,"Released","G.I. Joe: The Rise of Cobra",5.6,1962,"Adventure","Action"
"78",175000000,150540,"en",128.655964,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Pixar Animation Studios"", ""id"": 3}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-06-09,857611174,94,"Released","Inside Out",8,6560,"Drama","Comedy"
"79",175000000,278927,"en",94.199316,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Walt Disney Studios Motion Pictures"", ""id"": 3036}, {""name"": ""Fairview Entertainment"", ""id"": 7297}, {""name"": ""Moving Picture Company (MPC)"", ""id"": 20478}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-04-07,966550600,106,"Released","The Jungle Book",6.7,2892,"Family","Adventure"
"80",200000000,10138,"en",77.300194,"[{""name"": ""Marvel Studios"", ""id"": 420}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-04-28,623933331,124,"Released","Iron Man 2",6.6,6849,"Adventure","Action"
"81",170000000,58595,"en",77.178973,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Roth Films"", ""id"": 16314}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-05-30,396600000,127,"Released","Snow White and the Huntsman",5.8,3118,"Adventure","Fantasy"
"82",180000000,102651,"en",110.620647,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Walt Disney Studios Motion Pictures"", ""id"": 3036}, {""name"": ""Roth Films"", ""id"": 16314}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-05-28,758539785,97,"Released","Maleficent",7,4496,"Fantasy","Adventure"
"83",170000000,119450,"en",243.791743,"[{""name"": ""Ingenious Media"", ""id"": 290}, {""name"": ""Chernin Entertainment"", ""id"": 7076}, {""name"": ""TSG Entertainment"", ""id"": 22213}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-06-26,710644566,130,"Released","Dawn of the Planet of the Apes",7.3,4410,"Science Fiction","Action"
"84",27000000,79698,"en",2.418535,"[{""name"": ""Corsan"", ""id"": 7299}, {""name"": ""Bliss Media"", ""id"": 8186}, {""name"": ""Limelight International Media Entertainment"", ""id"": 8187}, {""name"": ""Neelmudra Entertainment"", ""id"": 8188}, {""name"": ""Aristos Films"", ""id"": 76098}, {""name"": ""Singularity Productions"", ""id"": 76099}, {""name"": ""Wildkite"", ""id"": 76100}]","[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""BE"", ""name"": ""Belgium""}, {""iso_3166_1"": ""IN"", ""name"": ""India""}]",2015-02-13,0,109,"Released","The Lovers",4.8,34,"Action","Adventure"
"85",175000000,64686,"en",41.796339,"[{""name"": ""Mid Atlantic Films"", ""id"": 2735}, {""name"": ""Stuber Productions"", ""id"": 4403}, {""name"": ""Universal"", ""id"": 6292}, {""name"": ""Moving Picture Company (MPC)"", ""id"": 20478}, {""name"": ""H2F Entertainment"", ""id"": 20851}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-12-06,150962475,119,"Released","47 Ronin",5.9,1326,"Drama","Action"
"86",170000000,100402,"en",72.225265,"[{""name"": ""Marvel Studios"", ""id"": 420}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-03-20,714766572,136,"Released","Captain America: The Winter Soldier",7.6,5764,"Action","Adventure"
"87",165000000,10192,"en",44.041186,"[{""name"": ""DreamWorks Animation"", ""id"": 521}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-05-16,752600867,93,"Released","Shrek Forever After",6,1959,"Comedy","Adventure"
"88",190000000,158852,"en",130.311355,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Babieka"", ""id"": 20656}, {""name"": ""A113"", ""id"": 59778}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-05-19,209154322,130,"Released","Tomorrowland",6.2,2846,"Adventure","Family"
"89",165000000,177572,"en",203.73459,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Walt Disney Animation Studios"", ""id"": 6125}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-10-24,652105443,102,"Released","Big Hero 6",7.8,6135,"Adventure","Family"
"90",165000000,82690,"en",62.341073,"[{""name"": ""Walt Disney Animation Studios"", ""id"": 6125}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-11-01,471222889,108,"Released","Wreck-It Ralph",7.1,4570,"Family","Animation"
"91",165000000,5255,"en",47.323228,"[{""name"": ""Golden Mean"", ""id"": 1867}, {""name"": ""Playtone"", ""id"": 4171}, {""name"": ""ImageMovers"", ""id"": 11395}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-11-10,305875730,100,"Released","The Polar Express",6.4,1474,"Adventure","Animation"
"92",165000000,47933,"en",48.775723,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Centropolis Entertainment"", ""id"": 347}, {""name"": ""TSG Entertainment"", ""id"": 22213}, {""name"": ""Stereo D"", ""id"": 86561}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-06-22,389681935,120,"Released","Independence Day: Resurgence",4.9,2491,"Action","Adventure"
"93",165000000,10191,"en",67.263269,"[{""name"": ""DreamWorks Animation"", ""id"": 521}, {""name"": ""Vertigo Entertainment"", ""id"": 829}, {""name"": ""Mad Hatter Entertainment"", ""id"": 20154}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-03-05,494878759,98,"Released","How to Train Your Dragon",7.5,4227,"Fantasy","Adventure"
"94",200000000,296,"en",69.405188,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Intermedia Films"", ""id"": 763}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""C-2 Pictures"", ""id"": 7340}, {""name"": ""IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG"", ""id"": 19116}, {""name"": ""Mostow/Lieberman Productions"", ""id"": 23636}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-07-02,4.35e+08,109,"Released","Terminator 3: Rise of the Machines",5.9,2143,"Action","Thriller"
"95",170000000,118340,"en",481.098624,"[{""name"": ""Marvel Studios"", ""id"": 420}, {""name"": ""Moving Picture Company (MPC)"", ""id"": 20478}, {""name"": ""Bulletproof Cupid"", ""id"": 54850}, {""name"": ""Revolution Sun Studios"", ""id"": 76043}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-07-30,773328629,121,"Released","Guardians of the Galaxy",7.9,9742,"Action","Science Fiction"
"96",165000000,157336,"en",724.247784,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Syncopy"", ""id"": 9996}, {""name"": ""Lynda Obst Productions"", ""id"": 13769}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2014-11-05,675120017,169,"Released","Interstellar",8.1,10867,"Adventure","Drama"
"97",160000000,27205,"en",167.58371,"[{""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Syncopy"", ""id"": 9996}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-07-14,825532764,148,"Released","Inception",8.1,13752,"Action","Thriller"
"98",15000000,315011,"ja",9.476999,"[{""name"": ""Cine Bazar"", ""id"": 5896}, {""name"": ""Toho Pictures"", ""id"": 49301}]","[{""iso_3166_1"": ""JP"", ""name"": ""Japan""}]",2016-07-29,7.7e+07,120,"Released","Shin Godzilla",6.5,143,"Action","Adventure"
"99",250000000,49051,"en",108.849621,"[{""name"": ""WingNut Films"", ""id"": 11}, {""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Warner Bros. Pictures"", ""id"": 174}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]","[{""iso_3166_1"": ""NZ"", ""name"": ""New Zealand""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-11-26,1021103568,169,"Released","The Hobbit: An Unexpected Journey",7,8297,"Adventure","Fantasy"
"100",38000000,9799,"en",6.909942,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Original Film"", ""id"": 333}, {""name"": ""Ardustry Entertainment"", ""id"": 26281}, {""name"": ""Mediastream Film GmbH & Co. Productions KG"", ""id"": 26282}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-06-22,207283925,106,"Released","The Fast and the Furious",6.6,3428,"Action","Crime"
"101",150000000,4922,"en",60.269279,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Kennedy/Marshall Company, The"", ""id"": 7383}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-11-24,333932083,166,"Released","The Curious Case of Benjamin Button",7.3,3292,"Fantasy","Drama"
"102",160000000,49538,"en",3.195174,"[{""name"": ""Ingenious Film Partners"", ""id"": 289}, {""name"": ""Ingenious Media"", ""id"": 290}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Donners' Company"", ""id"": 431}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Dune Entertainment III"", ""id"": 6332}, {""name"": ""Marvel Entertainment"", ""id"": 7505}, {""name"": ""Bad Hat Harry Productions"", ""id"": 9168}, {""name"": ""Big Screen Productions"", ""id"": 10893}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-05-24,353624124,132,"Released","X-Men: First Class",7.1,5181,"Action","Science Fiction"
"103",160000000,131634,"en",127.284427,"[{""name"": ""Studio Babelsberg"", ""id"": 264}, {""name"": ""Lionsgate"", ""id"": 1632}, {""name"": ""Color Force"", ""id"": 5420}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-11-18,653428261,137,"Released","The Hunger Games: Mockingjay - Part 2",6.6,3984,"Action","Adventure"
"104",150000000,27022,"en",35.580815,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Jerry Bruckheimer Films"", ""id"": 130}, {""name"": ""Saturn Films"", ""id"": 831}, {""name"": ""Broken Road Productions"", ""id"": 8000}, {""name"": ""Junction Entertainment"", ""id"": 19097}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-07-13,215283742,109,"Released","The Sorcerer's Apprentice",5.8,1470,"Fantasy","Adventure"
"105",160000000,503,"en",21.133748,"[{""name"": ""Virtual Studios"", ""id"": 449}, {""name"": ""Next Entertainment"", ""id"": 1633}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Irwin Allen Productions"", ""id"": 14024}, {""name"": ""Radiant Productions"", ""id"": 18990}, {""name"": ""Synthesis Entertainment"", ""id"": 19943}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-05-12,181674817,99,"Released","Poseidon",5.5,583,"Adventure","Action"
"106",170000000,241259,"en",56.268916,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Team Todd"", ""id"": 598}, {""name"": ""Tim Burton Productions"", ""id"": 8601}, {""name"": ""Roth Films"", ""id"": 16314}, {""name"": ""Legend3D"", ""id"": 37455}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-05-25,299370084,113,"Released","Alice Through the Looking Glass",6.5,1725,"Fantasy",NA
"107",160000000,810,"en",42.986467,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""DreamWorks Animation"", ""id"": 521}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-05-17,798958165,93,"Released","Shrek the Third",6,2278,"Fantasy","Adventure"
"108",160000000,68735,"en",63.148529,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Atlas Entertainment"", ""id"": 507}, {""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""Blizzard Entertainment"", ""id"": 16028}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""CN"", ""name"": ""China""}, {""iso_3166_1"": ""JP"", ""name"": ""Japan""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-05-25,433677183,123,"Released","Warcraft",6.3,2268,"Action","Adventure"
