"","budget","popularity","revenue","runtime","vote_average","vote_count","genre_1","genre_2","release_month"
"644",6.5e+07,15.772081,128884132,130,6.3,403,"Action","Adventure","7"
"645",7e+07,26.19909,255000211,112,6.1,588,"Action","Adventure","5"
"646",5e+07,22.769108,150270147,108,5.7,453,"Action","Adventure","2"
"647",6.5e+07,18.281798,69700000,104,6,238,"Fantasy","Comedy","7"
"648",6.3e+07,24.697533,162945894,128,5.9,447,"Drama","History","8"
"649",6.5e+07,19.718544,NA,117,6.5,393,"Drama","Romance","12"
"650",6.5e+07,31.349143,179379533,83,5.9,1743,"Comedy","NA","5"
"651",6.5e+07,27.870312,162091208,159,7.1,1234,"Mystery","Drama","7"
"652",6.5e+07,33.439187,133821816,119,6,466,"Comedy","Drama","12"
"654",6.5e+07,38.994297,156974557,103,5.9,1389,"Action","Comedy","2"
"655",6.5e+07,49.660055,128905366,123,5.7,1252,"Science Fiction","Action","12"
"656",4200000,11.743085,38376497,114,6.4,215,"Action","Thriller","8"
"657",6.5e+07,9.110247,NA,143,6.1,94,"Comedy","Drama","3"
"658",6.5e+07,6.227675,240159255,95,5.6,1600,"Action","Horror","9"
"659",4.5e+07,42.57877,73762516,105,6,1175,"Action","Thriller","8"
"660",6.5e+07,15.858629,89456761,120,6.5,314,"Crime","Action","10"
"661",6.5e+07,14.866901,NA,135,6,208,"Action","Adventure","12"
"662",6.5e+07,15.194239,64321501,101,6.1,779,"Family","Fantasy","11"
"664",6.5e+07,8.629665,43545364,124,6.7,186,"Drama","NA","12"
"665",6.5e+07,16.803457,17218080,100,5.4,269,"Action","Adventure","5"
"666",6.5e+07,2.952595,NA,105,4.9,52,"Action","Adventure","10"
"667",6.5e+07,31.324734,71154592,92,5,687,"Horror","Thriller","1"
"668",5e+07,20.415572,42093706,130,6.7,274,"Crime","Drama","9"
"669",4.3e+07,28.613892,56681566,97,4.8,575,"Action","Fantasy","1"
"671",6.4e+07,4.137237,74608570,133,5.3,63,"Drama","Romance","10"
"673",5e+07,42.551902,132180323,147,7.1,1165,"Crime","Fantasy","9"
"674",6.3e+07,40.137264,296655431,94,5.9,979,"Comedy","Crime","7"
"675",6.5e+07,24.857079,44091067,94,6.1,409,"Animation","Action","10"
"677",6.3e+07,13.859307,25052000,191,6.5,202,"Drama","Action","6"
"678",6.2e+07,18.832471,215887717,141,6.4,386,"Action","Drama","8"
"679",6.5e+07,9.568884,121545703,127,5.9,145,"Action","Drama","2"
"680",6.4e+07,12.421504,101595121,98,5.3,261,"Comedy","Crime","8"
"681",6.2e+07,18.096884,127666415,116,6.1,340,"Action","Drama","4"
"682",6.2e+07,11.056763,107879496,106,6.5,195,"Comedy","Drama","11"
"683",6.2e+07,13.218008,41819064,87,4.3,242,"Comedy","Romance","6"
"684",6.2e+07,11.262655,18720175,125,5.8,178,"Action","Adventure","2"
"686",5.3e+07,19.412028,NA,93,5.9,569,"Action","Comedy","3"
"687",6.3e+07,16.791058,183953723,95,5.5,331,"Animation","Comedy","3"
"689",8e+07,32.829538,516642939,115,6.1,1373,"Comedy","Romance","12"
"690",6e+07,30.951203,244082376,115,6.9,1343,"Comedy","Family","12"
"692",109339198.1,31.719463,253625427,100,5.6,648,"Action","Adventure","3"
"693",1.5e+08,47.973995,314432665,81,5.6,944,"Animation","Family","11"
"696",5.8e+07,59.824565,352194034,130,6.6,1174,"Adventure","Action","11"
"697",6e+07,18.345613,149705852,116,6.1,205,"Crime","Drama","6"
"699",7e+07,29.464852,218613188,99,6.8,817,"Adventure","Animation","12"
"700",6e+07,18.106021,164433867,92,5.6,506,"Comedy","Family","5"
"701",6.1e+07,42.881415,131940411,109,6.6,1589,"Action","Comedy","8"
"702",6e+07,18.735024,93375151,87,5,352,"Comedy","Family","7"
"704",6e+07,24.153567,93354918,101,5.9,487,"Romance","Comedy","12"
"705",6e+07,41.515702,171757863,83,6,1272,"Adventure","Animation","10"
"706",7e+07,26.676487,171844840,113,5.3,588,"Comedy","Romance","9"
"707",6e+07,16.278022,157920733,107,5.9,353,"Adventure","NA","6"
"708",6e+07,18.831023,129181830,94,5.7,526,"Comedy","NA","12"
"710",6e+07,28.800112,204594016,133,5.8,636,"Drama","NA","8"
"711",6e+07,19.705489,NA,125,6.5,521,"Comedy","Drama","12"
"713",5.5e+07,23.127561,100230832,163,6.8,422,"Drama","NA","12"
"714",6e+07,12.867352,186883563,170,6.7,292,"Drama","Romance","5"
"715",6.5e+07,44.815022,217764291,120,7,1451,"Drama","Crime","8"
"716",6e+07,37.537093,165333180,92,5.3,779,"Action","Fantasy","4"
"717",6e+07,10.99991,74541707,115,6.2,207,"Drama","Action","10"
"719",6e+07,22.991269,73648228,105,5.6,604,"Action","Science Fiction","7"
"720",6e+07,15.798622,NA,111,6.7,247,"Music","Documentary","10"
"721",6e+07,38.820858,137551594,106,6.2,1325,"Drama","Thriller","9"
"722",141792598.9,10.292864,NA,89,4.3,203,"Comedy","Adventure","1"
"723",6e+07,51.146047,124596398,100,7.3,1386,"Animation","Family","2"
"724",6e+07,20.501582,163403799,91,4.9,950,"Thriller","Science Fiction","6"
"725",7e+07,45.299089,130293714,146,7.3,1553,"Action","Drama","4"
"726",5e+07,4.280619,61112916,98,4.5,137,"Comedy","Family","3"
"727",6e+07,28.848842,170268750,101,5.6,644,"Comedy","Crime","3"
"728",6e+07,22.501041,129832389,89,5.5,575,"Family","Comedy","11"
"730",7e+07,10.147321,56702901,115,6.1,109,"Drama","NA","3"
"731",6e+07,39.539045,107139399,90,6.7,789,"Family","Animation","8"
"732",6e+07,19.747459,159330280,124,6.1,527,"Action","Thriller","11"
"733",6e+07,29.018826,96269812,119,5.9,581,"Action","Adventure","12"
"734",6e+07,4.801849,NA,119,5.9,50,"Drama","Romance","3"
"735",6e+07,16.493576,50877145,93,5.8,258,"Adventure","Animation","12"
"736",178788692.9,21.549232,NA,98,5.3,483,"Thriller","Action","9"
"737",6e+07,13.080725,104324083,100,5.6,210,"Action","Thriller","7"
"738",6e+07,42.538258,50549107,105,5.9,1173,"Action","Drama","1"
"739",6e+07,29.876507,101134059,124,6.4,1581,"Drama","Comedy","12"
"740",6e+07,61.849521,205754447,99,5.8,1621,"Action","Crime","3"
"741",7e+07,37.44963,1.62e+08,109,5.9,1365,"Science Fiction","Horror","11"
"742",6.1e+07,37.378081,95696996,124,6.9,1462,"Action","Drama","3"
"743",6e+07,30.656345,108255770,97,6.6,668,"Animation","Comedy","9"
"744",7.5e+07,15.142701,46683377,104,6.3,338,"Drama","Fantasy","10"
"746",111811438.1,19.998581,NA,115,5.3,425,"Action","Comedy","3"
"747",6e+07,27.615108,43061982,101,6,669,"Adventure","Action","7"
"749",6e+07,25.293538,62357900,97,4.6,524,"Comedy","Adventure","6"
"750",6e+07,23.85119,122233971,134,7,1125,"Drama","History","12"
"751",6e+07,21.685719,87784194,127,6.7,484,"Action","NA","4"
"752",78146652,13.630049,6e+07,125,5.7,201,"Romance","Comedy","3"
"753",6.5e+07,6.80692,36850101,94,5.1,80,"Comedy","Drama","2"
"754",6e+07,15.352807,77920346,108,5.8,225,"Action","Thriller","4"
"755",7e+07,23.661071,104945765,91,5.6,556,"Science Fiction","Animation","11"
"756",6e+07,21.605533,67312826,117,6.1,479,"Science Fiction","Action","12"
"757",6e+07,22.620125,119940815,100,5.8,391,"Crime","Comedy","9"
"758",148641974.7,18.587114,NA,111,6.6,366,"Drama","Romance","9"
"759",8e+07,24.657931,74901339,117,6.2,487,"Crime","Drama","1"
"760",6e+07,12.621769,33956608,110,5.8,130,"Horror","Mystery","1"
"761",6e+07,21.08952,55003135,96,5.7,380,"Comedy","Crime","12"
"762",6e+07,18.380176,73174566,101,5.9,375,"Action","Crime","9"
"763",6e+07,18.877795,NA,111,6,368,"Action","Crime","4"
"764",6e+07,17.299333,31720158,109,6.6,234,"Drama","NA","4"
"765",8e+07,16.848899,39459427,126,6.3,251,"Fantasy","Drama","11"
"766",6e+07,21.547446,47383689,122,7.4,797,"Drama","Music","9"
"767",114689338.7,16.930969,141702264,78,5.1,464,"Animation","Comedy","6"
"768",6e+07,36.689223,71073932,101,4.7,549,"Action","Adventure","4"
"769",6e+07,28.350927,78309131,87,5.4,692,"Action","Science Fiction","5"
"770",6e+07,18.815442,26288320,86,6.6,372,"Family","Animation","7"
"771",6e+07,29.787135,26673242,96,6.5,742,"Horror","Science Fiction","8"
"772",6e+07,8.927137,52322400,104,6.1,204,"Drama","NA","2"
"773",5e+07,15.213484,49111202,121,5.7,287,"Drama","NA","9"
"774",6e+07,13.155999,17800000,140,6.3,271,"Action","Adventure","9"
"775",7.2e+07,15.433244,27642707,131,7,285,"Action","Drama","10"
"776",9e+07,5.762037,14828081,91,4.9,109,"Horror","Science Fiction","1"
"777",6e+07,22.736038,30800231,118,6,487,"Drama","Fantasy","2"
"778",6e+07,45.514031,90565421,130,6.2,1602,"Action","Adventure","8"
"779",6e+07,18.676291,50650079,90,5,371,"Comedy","Science Fiction","7"
"780",3e+07,14.376463,25473093,105,5.3,274,"Drama","Horror","6"
"781",8e+07,14.298297,NA,122,5.7,166,"Comedy","NA","3"
"782",6e+07,27.018886,57490374,106,6,592,"Adventure","Family","12"
"783",6e+07,14.84856,39031337,103,4.7,320,"Action","Comedy","12"
"784",6e+07,52.417529,30418560,106,5.4,1055,"Comedy","Adventure","1"
"785",6e+07,15.406173,NA,127,4.1,224,"Adventure","Fantasy","11"
"786",3.5e+07,6.523472,NA,127,6.7,110,"Drama","Romance","10"
"787",68490000,4.72629,193677158,120,6,24,"Action","Adventure","1"
"788",8e+07,8.923215,10166502,132,6.8,91,"Action","History","8"
"790",6e+07,9.265672,NA,114,4.9,111,"Drama","Comedy","10"
"792",5.8e+07,45.351617,158162788,103,6.2,995,"Adventure","Horror","8"
"793",5.8e+07,13.43573,102854431,95,6.5,579,"Comedy","Fantasy","9"
"794",8.3e+07,6.248309,59468275,90,4.4,134,"Science Fiction","Comedy","4"
"795",6.3e+07,31.294717,189015611,102,5.7,690,"Action","Adventure","5"
"796",5.8e+07,7.739276,41299492,114,5.7,130,"Comedy","Romance","3"
"797",6e+07,19.694695,NA,119,4.9,388,"Comedy","Western","12"
"798",5.8e+07,14.403696,85280250,103,5.1,276,"Comedy","NA","12"
"799",5.8e+07,1.551497,4.4e+07,119,6.1,1658,"Comedy","NA","6"
"800",6e+07,2.143764,300228084,97,5.8,1363,"Action","Adventure","9"
"801",5.8e+07,12.29603,50365377,125,5.9,178,"Drama","Action","1"
"802",5.7e+07,33.8473,152944660,144,7.2,1374,"Drama","Horror","10"
"803",7e+07,21.723897,58058367,116,5.5,453,"Comedy","NA","6"
"804",5.7e+07,31.791979,115267375,103,6.4,535,"Fantasy","NA","5"
"805",6e+07,14.113066,61347797,97,6,226,"Action","Comedy","11"
"806",5.7e+07,48.622278,149217355,95,4.7,1135,"Action","Fantasy","12"
"807",5.7e+07,9.061866,62112895,131,5.5,145,"Drama","History","8"
"808",5.6e+07,35.4763,113006880,95,5.8,842,"Action","Comedy","3"
"809",5.6e+07,23.438398,57223890,86,6,381,"Adventure","Drama","4"
"811",6e+07,47.336034,361366633,92,5.5,1177,"Comedy","Music","12"
"812",5.5e+07,29.97224,330444045,108,6.6,1698,"Comedy","Romance","10"
"813",5.5e+07,47.845589,346079773,81,6.7,1457,"Adventure","Animation","6"
"814",5.5e+07,48.507081,300218018,143,6.9,1022,"Action","Adventure","12"
"815",5.4e+07,20.28119,128769345,95,5.4,702,"Fantasy","Comedy","6"
"816",7e+07,34.576913,368100420,118,6.4,1665,"Comedy","Drama","2"
"817",5.5e+07,22.573237,NA,92,5.4,496,"Adventure","Comedy","7"
"818",5.5e+07,36.194802,231449203,103,6,1129,"Comedy","Romance","8"
"820",5.5e+07,38.06168,152263880,97,5.9,1122,"Comedy","NA","4"
"821",5e+07,19.830132,287928194,100,6,1019,"Fantasy","Comedy","5"
"823",5.5e+07,19.738215,154906693,105,5.6,485,"Comedy","Drama","12"
"824",5.3e+07,20.334629,157387195,116,7,498,"Action","Thriller","5"
"826",5.5e+07,32.05145,223387299,98,6.1,772,"Thriller","Drama","9"
"827",5.5e+07,15.064058,214015089,123,5.9,210,"Drama","Thriller","12"
"828",5.5e+07,21.272734,198685114,114,6.4,529,"Drama","Fantasy","4"
"830",5.5e+07,13.191829,NA,97,6,254,"Comedy","NA","8"
"832",5.5e+07,22.787667,63408614,104,6.1,458,"Action","Adventure","12"
"833",5.5e+07,29.498304,149022650,104,6.3,636,"Fantasy","Comedy","7"
"834",5.5e+07,25.400935,56932305,110,6.2,735,"Adventure","Action","5"
"835",5.5e+07,17.231675,121969216,133,5.8,256,"Action","Adventure","3"
"836",5.5e+07,32.835777,187361754,94,5.7,751,"Comedy","Family","6"
"837",5.5e+07,17.097041,127906624,104,6.3,461,"Action","Adventure","4"
"838",5.5e+07,14.414937,1.1e+08,91,5.7,254,"Animation","Comedy","10"
"839",5e+07,45.856409,159773545,114,6.2,1633,"Science Fiction","Action","5"
"840",5.5e+07,7.027139,141047179,134,5.9,120,"History","Drama","12"
"841",5.5e+07,32.657488,41610884,122,6.7,658,"Action","Thriller","9"
"842",5e+07,12.46525,7.5e+07,109,6.4,236,"Adventure","NA","10"
"843",5.5e+07,39.882276,259207227,95,7,883,"Family","Comedy","11"
"844",6.8e+07,39.395881,68267862,98,5.3,881,"Comedy","NA","7"
"845",5.5e+07,8.634954,34234008,94,6,189,"Drama","Action","3"
"846",8e+07,7.386394,NA,126,6.2,146,"Drama","Mystery","6"
"847",5.5e+07,8.802525,33828318,118,5.1,188,"Comedy","NA","12"
"848",146817159.1,10.449975,33472850,91,5.4,251,"Comedy","NA","2"
"849",6e+07,23.700759,118338361,88,6.4,374,"Animation","Adventure","3"
"850",5.5e+07,27.50916,113020255,141,7.3,1131,"Crime","Drama","1"
"851",5e+07,20.58862,60209334,107,5.3,284,"Action","Drama","8"
"852",5.5e+07,4.366488,18626419,116,5.7,194,"Drama","Mystery","8"
"853",7e+07,18.927463,154648887,143,7,438,"Thriller","Drama","12"
"854",5.5e+07,15.274137,74237563,114,6.6,303,"Drama","History","9"
"855",6.2e+07,29.954302,52304001,93,5.4,703,"Action","Science Fiction","11"
"856",5.6e+07,4.362535,12923936,214,6.1,48,"Drama","History","2"
"857",5.5e+07,4.700024,11466088,100,5.2,62,"Action","Thriller","1"
"858",5.5e+07,12.340384,NA,107,5.7,134,"Comedy","NA","6"
"859",5e+07,14.808304,80383290,112,6.2,316,"Comedy","Adventure","3"
"860",5.7e+07,9.27875,28283637,95,4.2,91,"Action","Adventure","7"
"861",5.5e+07,22.863516,89519773,119,6.9,573,"Drama","Romance","11"
"862",4.7e+07,23.05451,NA,133,7.1,346,"Drama","NA","10"
"863",2e+06,23.962109,9250000,153,7.3,395,"Drama","Romance","6"
"864",5.5e+07,12.669778,6416302,96,5.3,123,"Action","Thriller","1"
"867",5.5e+07,22.503935,9489829,92,5.2,481,"Action","Crime","1"
"868",5.4e+07,59.194915,136766062,162,7.1,1546,"Crime","Drama","12"
"869",5.7e+07,22.894898,52034889,123,6.1,327,"Comedy","Drama","10"
"870",5.4e+07,18.600367,130431368,108,5.4,407,"Comedy","Romance","7"
"871",5.4e+07,30.515175,190458706,127,6.5,629,"Action","Adventure","12"
"872",5.4e+07,9.053456,7266209,121,3.5,104,"Drama","NA","8"
"873",5.5e+07,7.768223,9450897,125,5.7,95,"Drama","Thriller","9"
"874",4.6e+07,19.643365,107196498,99,5.5,308,"Action","Adventure","6"
"875",5.3e+07,45.565918,139804348,94,7.4,1432,"Animation","Family","11"
"876",52500000,57.374341,179213434,127,7.4,1300,"Drama","Music","3"
"877",7.5e+07,8.41856,54249294,89,5.4,113,"Mystery","Thriller","10"
"878",5.3e+07,46.049902,98837872,122,6.3,1242,"Crime","Drama","9"
"879",9e+07,23.9366,65900249,132,6.7,526,"War","Drama","10"
"880",5.3e+07,49.593978,126690726,109,7.2,1486,"Drama","Crime","10"
"881",6.7e+07,16.637642,25037897,191,6.8,459,"Thriller","Action","4"
"882",111552392.8,1.453765,NA,172,5.9,26,"Drama","Thriller","10"
"883",109300292.5,6.162872,5761917,124,5.4,81,"Drama","Romance","5"
"885",4e+07,38.306954,132820716,157,6.7,1702,"Thriller","Drama","12"
"886",5.2e+07,26.251217,204999686,106,5.6,832,"Romance","Comedy","6"
"887",5.2e+07,30.780599,609841637,108,6.4,1386,"Comedy","Romance","7"
"888",5.2e+07,25.41929,216485654,125,5.7,1013,"Comedy","Romance","2"
"889",5e+07,15.98212,110803676,104,5.1,316,"Action","Adventure","8"
"890",5.2e+07,40.072583,98126565,170,7.2,771,"Drama","History","12"
"891",5.2e+07,32.015477,75450437,112,5.9,736,"Comedy","NA","8"
"892",8.2e+07,24.444186,47434430,118,6.9,435,"Comedy","Drama","12"
"893",5.2e+07,40.06688,116112375,178,7.8,1307,"Drama","Crime","11"
"894",5.2e+07,27.916284,52826594,92,6.1,675,"Action","Crime","2"
"895",5.2e+07,15.20707,NA,104,5.1,278,"Action","Comedy","3"
"896",5.1e+07,39.001682,149270999,116,6.1,927,"Comedy","NA","6"
"897",5.1e+07,10.430832,72779000,90,5.3,225,"Animation","Comedy","8"
"898",156101359.8,5.952527,47231070,93,5.1,109,"Comedy","Family","11"
"901",50200000,26.60772,127869379,106,6.5,1652,"Science Fiction","Thriller","3"
"902",4.8e+07,28.803729,390493908,143,6.6,909,"Adventure","NA","6"
"903",5e+07,27.039636,273552592,139,6.7,913,"Comedy","Drama","12"
"905",5e+07,37.885022,314178011,139,7.2,915,"Comedy","Romance","12"
"906",5e+07,35.537397,202292902,115,7,832,"Comedy","Drama","12"
"907",5e+07,38.125008,173649015,119,6,923,"Comedy","NA","12"
"908",5e+07,18.121404,171269535,96,5.6,644,"Comedy","Romance","6"
"910",5.2e+07,30.347332,256271286,131,7.1,716,"Drama","NA","3"
"911",5e+07,23.854701,177371441,116,6.3,850,"Comedy","Romance","2"
"913",6e+07,50.163785,223664608,123,7.2,1516,"Horror","Romance","11"
"915",5e+07,45.318703,216972543,107,6.2,1650,"Action","Comedy","6"
"916",85471447.32,16.368283,NA,124,6.9,277,"Drama","Romance","12"
"917",5e+07,38.616744,242786137,96,5.8,854,"Comedy","NA","12"
"919",4.5e+07,45.220386,184376254,129,7.3,1630,"Crime","Drama","3"
"920",9e+07,17.457947,161626121,100,6.7,548,"Drama","Action","2"
"921",5e+07,10.755847,152022101,109,5,213,"Action","Adventure","6"
"922",5e+07,38.629763,120081841,124,6.5,909,"Drama","Comedy","12"
"923",5e+07,32.693093,155446362,121,5.9,1486,"Action","Adventure","3"
"924",5e+07,18.806031,88715192,97,5.5,399,"Comedy","NA","3"
"925",5e+07,32.233713,161451538,110,5.4,632,"Drama","Horror","3"
"927",5e+07,17.667826,200804534,80,5.2,820,"Animation","Comedy","6"
"928",6e+07,9.225166,NA,99,5.2,193,"Comedy","Family","11"
"929",5e+07,46.180421,110206216,133,7,1381,"Drama","NA","9"
"930",5e+07,30.397496,189859560,127,6.3,513,"Action","Drama","3"
"932",5e+07,23.935053,106303988,98,5.5,509,"Adventure","Family","3"
"934",5e+07,16.251204,88323487,115,6,692,"Action","Adventure","2"
"935",5e+07,9.894346,69834815,86,6.2,106,"Adventure","Animation","2"
"936",5e+07,12.050755,66002004,101,5.1,542,"Comedy","Family","6"
"937",5e+07,11.596207,100020092,113,6,220,"Thriller","NA","9"
"939",5e+07,14.382253,119137784,124,6.3,276,"Thriller","Drama","5"
"940",5e+07,43.450266,144492830,109,5.9,1567,"Action","Thriller","2"
"941",5e+07,16.871194,9.4e+07,128,6.3,451,"Drama","Thriller","11"
"942",5e+07,42.526529,69411370,144,7,938,"Action","Drama","1"
"943",5e+07,34.890999,97437106,95,7.3,755,"Romance","Animation","10"
"944",4.5e+07,18.186026,82800000,105,5.6,267,"Thriller","NA","2"
"945",5e+07,13.576765,50068310,121,6.4,223,"Crime","Drama","2"
"946",5e+07,19.434672,48169156,125,6,395,"Action","Drama","8"
"947",5e+07,62.925175,109423648,129,7.5,1506,"Drama","Thriller","9"
"948",5e+07,32.927994,97607453,125,6.3,1067,"Horror","Mystery","4"
"949",143784758.9,14.837288,NA,118,6.1,203,"Comedy","NA","8"
"950",5e+07,39.920035,234989584,113,6.1,1611,"Comedy","NA","4"
"951",5e+07,28.725621,44547681,140,6.8,582,"Action","Adventure","7"
"952",5e+07,20.566554,160602194,89,5.8,817,"Action","Thriller","8"
"953",5e+07,20.333953,119208989,104,5.5,434,"Action","Comedy","5"
"954",5e+07,33.98637,41482207,106,6.2,652,"Comedy","Horror","6"
"955",5e+07,42.472324,83719388,141,7.2,1417,"Drama","NA","10"
"956",5e+07,15.931084,NA,124,5.8,255,"Action","Thriller","9"
"957",4.5e+07,29.880122,129394835,94,6.1,1267,"Horror","Action","9"
"958",5e+07,28.803802,40203020,108,6.1,750,"Comedy","Romance","11"
"959",5e+07,14.993459,55495563,105,6.1,298,"Thriller","Crime","10"
"960",5e+07,9.114168,4.9e+07,102,4.5,104,"Action","Thriller","2"
"961",5e+07,12.31101,69425966,92,4.4,269,"Adventure","Family","6"
"962",4e+07,41.362082,144056873,119,6.3,1233,"Drama","Adventure","2"
"963",5e+07,13.298205,49718611,119,5.9,189,"Drama","Comedy","5"
"964",4e+07,19.085403,60462347,99,6.2,371,"Action","Crime","9"
"965",5e+07,9.622345,NA,137,6.3,88,"Drama","Romance","9"
"966",5e+07,11.106006,113309743,115,4.4,205,"Drama","Thriller","6"
"967",5e+07,12.25622,83761844,87,5,149,"Family","Comedy","6"
"968",5e+07,13.365715,105197635,129,5.8,510,"Drama","Fantasy","10"
"969",5e+07,16.167093,56714147,120,6,268,"Crime","Drama","4"
"970",5e+07,23.073933,30303072,132,6,387,"Action","Adventure","10"
"971",5e+07,6.567065,82169884,121,6,654,"Crime","Drama","2"
"972",5e+07,6.22577,58900031,95,5.9,75,"Comedy","Drama","10"
"974",5e+07,19.226763,42792561,98,6.2,286,"Action","Drama","4"
"975",5e+07,10.089065,26199517,110,6.1,206,"Crime","Drama","8"
"976",5e+07,13.391833,60161391,118,6,368,"Drama","Thriller","2"
"977",5e+07,21.637234,42277365,97,5.6,373,"Action","Adventure","8"
"978",7e+07,61.245957,23159305,86,7.6,1436,"Adventure","Animation","8"
"979",5e+07,25.237969,34808403,119,7.1,775,"Adventure","Comedy","12"
"980",5e+07,21.589393,25035950,139,6.6,428,"War","Action","6"
"981",5e+07,22.442241,38955598,130,7.3,480,"Drama","Thriller","2"
"982",4e+07,6.004422,NA,100,5.4,120,"Comedy","Action","2"
