"","budget","id","original_language","popularity","revenue","runtime","status","title","vote_average","vote_count","genre_1","genre_2","prodcomp_1","prodcount_1","release_year","release_month"
"181",8.5e+07,39691,"en",11.77398,112483764,82,"Released","Cats & Dogs 2 : The Revenge of Kitty Galore",4.9,119,"Comedy","Family","Village Roadshow Pictures","United States of America",2010,"07"
"182",8.5e+07,11253,"en",58.57976,160388063,120,"Released","Hellboy II: The Golden Army",6.5,1527,"Adventure","Fantasy","Universal Pictures","Germany",2008,"07"
"183",8.2e+07,8452,"en",18.447479,96085477,123,"Released","The 6th Day",5.7,595,"Science Fiction",NA,"Phoenix Pictures","United States of America",2000,"11"
"184",8e+07,364,"en",59.113174,2.8e+08,126,"Released","Batman Returns",6.6,1673,"Action","Fantasy","PolyGram Filmed Entertainment","United Kingdom",1992,"06"
"185",8e+07,7518,"en",36.32705,343397247,83,"Released","Over the Hedge",6.3,1074,"Comedy","Animation","Pacific Data Images (PDI)","United States of America",2006,"04"
"186",8e+07,11544,"en",55.659988,145771527,85,"Released","Lilo & Stitch",7.1,1314,"Animation","Family","Walt Disney Pictures","United States of America",2002,"06"
"187",8.5e+07,9986,"en",14.132583,1.44e+08,97,"Released","Charlotte's Web",5.8,288,"Comedy","Family","Paramount Pictures","Germany",2006,"12"
"188",7.5e+07,8656,"en",34.070054,140464664,120,"Released","Deep Impact",5.9,855,"Action","Drama","Paramount Pictures","United States of America",1998,"05"
"189",8.4e+07,146216,"en",44.34333,NA,116,"Released","RED 2",6.4,1526,"Action","Comedy","DC Comics","Canada",2013,"07"
"190",8.2e+07,9291,"en",26.065735,190320568,113,"Released","The Longest Yard",6.2,785,"Comedy","Drama","Paramount Pictures","United States of America",2005,"05"
"191",7.5e+07,55301,"en",23.473004,342695435,87,"Released","Alvin and the Chipmunks: Chipwrecked",5.4,484,"Comedy","Fantasy","Fox 2000 Pictures","United States of America",2011,"12"
"192",8e+07,109418,"en",45.589568,246984278,100,"Released","Grown Ups 2",5.8,1155,"Comedy",NA,"Columbia Pictures","United States of America",2013,"07"
"193",8e+07,11665,"en",23.496054,230685453,110,"Released","Get Smart",6,1051,"Action","Comedy","Village Roadshow Pictures","Canada",2008,"06"
"194",8e+07,6964,"en",16.939441,266728738,128,"Released","Something's Gotta Give",6.3,410,"Drama","Comedy","Columbia Pictures Corporation","United States of America",2003,"12"
"195",8e+07,12193,"en",19.500893,163733697,88,"Released","Four Christmases",5.3,331,"Comedy","Romance","New Line Cinema","United States of America",2008,"11"
"196",7.5e+07,9928,"en",29.558157,260696994,91,"Released","Robots",6,1333,"Animation","Comedy","Blue Sky Studios","United States of America",2005,"03"
"197",8e+07,754,"en",46.075037,245676146,138,"Released","Face/Off",6.8,1583,"Action","Crime","Paramount Pictures","United States of America",1997,"06"
"198",8e+07,10202,"en",23.531721,212874442,99,"Released","Bedtime Stories",5.9,901,"Fantasy","Comedy","Walt Disney Pictures","United States of America",2008,"12"
"199",8e+07,4147,"en",49.078546,181001478,117,"Released","Road to Perdition",7.3,1077,"Thriller","Crime","DreamWorks SKG","United States of America",2002,"07"
"200",8e+07,50546,"en",37.02665,214918407,117,"Released","Just Go with It",6.3,1543,"Romance","Comedy","Columbia Pictures","United States of America",2011,"02"
"201",7.5e+07,1701,"en",45.154631,224012234,115,"Released","Con Air",6.5,1270,"Action","Thriller","Jerry Bruckheimer Films","United States of America",1997,"06"
"202",8e+07,13027,"en",46.887983,178066569,118,"Released","Eagle Eye",6.3,1018,"Mystery","Thriller","DreamWorks SKG","United States of America",2008,"09"
"203",7.9e+07,2289,"en",24.598479,173013509,154,"Released","Cold Mountain",6.7,533,"Drama",NA,"Miramax Films","United States of America",2003,"12"
"204",8e+07,9574,"en",11.50396,177977226,93,"Released","Flubber",5.3,695,"Comedy","Family","Walt Disney Pictures","United States of America",1997,"11"
"205",8e+07,11618,"en",19.375768,91188905,113,"Released","The Haunting",5.2,369,"Horror","Thriller","DreamWorks","United States of America",1999,"07"
"206",8e+07,2300,"en",36.125715,250200000,88,"Released","Space Jam",6.5,1288,"Animation","Comedy","Warner Bros. Family Entertainment","United States of America",1996,"11"
"207",116686942.710945,12096,"en",25.450534,NA,93,"Released","The Pink Panther",5.6,550,"Action","Comedy","Columbia Pictures","United States of America",2006,"01"
"208",8e+07,10200,"en",41.890722,233093859,104,"Released","The Day the Earth Stood Still",5.2,1043,"Drama","Science Fiction","Twentieth Century Fox Film Corporation","Canada",2008,"12"
"209",7.5e+07,8834,"en",22.179658,136982834,135,"Released","Conspiracy Theory",6.5,431,"Action","Drama","Silver Pictures","United States of America",1997,"08"
"210",7e+07,6068,"en",18.264635,1.64e+08,98,"Released","Six Days Seven Nights",5.6,332,"Action","Adventure","Caravan Pictures","United States of America",1998,"06"
"211",8e+07,41515,"en",11.187696,201584141,80,"Released","Yogi Bear",5.2,220,"Comedy","Family","De Line Pictures","United States of America",2010,"12"
"212",8e+07,9023,"en",41.670544,122563539,83,"Released","Spirit: Stallion of the Cimarron",7.4,831,"Western","Animation","DreamWorks SKG","United States of America",2002,"05"
"213",8e+07,38317,"en",27.46264,169852759,102,"Released","Zookeeper",5.3,498,"Comedy","Romance","Columbia Pictures","United States of America",2011,"07"
"214",8e+07,2157,"en",17.455024,136159423,130,"Released","Lost in Space",5,388,"Adventure","Family","New Line Cinema","United States of America",1998,"04"
"215",8e+07,14462,"en",21.394281,96105964,129,"Released","The Manchurian Candidate",6.2,393,"Drama","Thriller","Paramount Pictures","United States of America",2004,"07"
"216",109066240.03011,161795,"en",0.605645,NA,117,"Released","DÃ©jÃ  Vu",8,1,"Romance","Drama","Rainbow Film Company, The","United States of America",1998,"04"
"217",8e+07,159824,"en",61.692197,473226958,89,"Released","Hotel Transylvania 2",6.7,1497,"Animation","Comedy","Columbia Pictures","United States of America",2015,"09"
"218",8e+07,49948,"en",14.530946,90874570,74,"Released","Fantasia 2000",7,292,"Animation","Family","Walt Disney Pictures","United States of America",1999,"12"
"219",8e+07,2135,"en",25.978555,123729176,96,"Released","The Time Machine",5.8,631,"Science Fiction","Adventure","DreamWorks SKG","United States of America",2002,"03"
"220",9e+07,9822,"en",6.643778,NA,114,"Released","Mighty Joe Young",5.9,208,"Action","Adventure","Walt Disney Pictures","United States of America",1998,"12"
"221",1.02e+08,9705,"en",36.788745,147080413,99,"Released","Swordfish",6.1,932,"Action","Crime","Village Roadshow Pictures","Australia",2001,"06"
"222",7.5e+07,1656,"en",31.054334,142400065,129,"Released","The Legend of Zorro",5.9,893,"Action","Adventure","Amblin Entertainment","Mexico",2005,"10"
"223",8.5e+07,12159,"en",21.891078,71485043,113,"Released","What Dreams May Come",6.8,577,"Drama","Fantasy","PolyGram Filmed Entertainment","New Zealand",1998,"10"
"224",8.5e+07,9678,"en",18.335992,NA,90,"Released","Little Nicky",5.2,438,"Comedy","Fantasy","New Line Cinema","United States of America",2000,"11"
"225",8.8e+07,4442,"en",40.138009,105316267,118,"Released","The Brothers Grimm",5.6,818,"Adventure","Fantasy","The Weinstein Company","Czech Republic",2005,"08"
"226",7e+07,75,"en",44.090535,101371017,106,"Released","Mars Attacks!",6.1,1509,"Comedy","Fantasy","Tim Burton Productions","United States of America",1996,"12"
"227",165832184.640518,330770,"fr",3.300061,NA,81,"Released","Evolution",6.4,47,"Mystery","Drama","Ex Nihilo","Belgium",2015,"09"
"228",113283041.504311,9433,"en",20.632673,43312294,117,"Released","The Edge",6.7,349,"Action","Adventure","Art Linson Productions","United States of America",1997,"09"
"229",8e+07,19959,"en",36.664991,122444772,89,"Released","Surrogates",5.9,1195,"Action","Science Fiction","Touchstone Pictures","United States of America",2009,"09"
"230",8e+07,11973,"en",18.26121,34566746,145,"Released","Thirteen Days",6.9,189,"Drama","Thriller","New Line Cinema","United States of America",2000,"12"
"231",8e+07,11228,"en",16.681269,159212469,115,"Released","Daylight",5.8,378,"Action","Adventure","Universal Pictures","United States of America",1996,"12"
"232",8e+07,77951,"en",10.088006,126546518,87,"Released","Walking With Dinosaurs",5.2,133,"Animation","Family","BBC Worldwide","Australia",2013,"12"
"233",4.4e+07,5491,"en",7.89147,21400000,118,"Released","Battlefield Earth",3,255,"Action","Science Fiction","Franchise Pictures","United States of America",2000,"05"
"234",8e+07,10715,"en",16.715631,68514844,90,"Released","Looney Tunes: Back in Action",5.6,297,"Animation","Comedy","Lonely Film Productions GmbH & Co. KG.","Germany",2003,"11"
"235",8e+07,10197,"en",9.357734,53825515,112,"Released","Nine",5.1,165,"Drama","Music","The Weinstein Company","Italy",2009,"12"
"236",8e+07,9562,"en",11.22268,19480739,116,"Released","Timeline",5.4,318,"Action","Adventure","Paramount Pictures","United States of America",2003,"11"
"237",8e+07,9922,"en",14.564667,17626234,177,"Released","The Postman",6.1,299,"Drama","Adventure","Tig Productions","United States of America",1997,"12"
"238",9e+07,9447,"en",11.356079,69131860,92,"Released","Babe: Pig in the City",5.2,305,"Adventure","Comedy","Kennedy Miller Productions","Australia",1998,"11"
"239",9e+07,274854,"en",52.612025,146936910,106,"Released","The Last Witch Hunter",5.7,1316,"Fantasy","Action","Summit Entertainment","United States of America",2015,"10"
"240",8e+07,8870,"en",13.800656,33463969,106,"Released","Red Planet",5.4,267,"Thriller","Action","Village Roadshow Pictures","Australia",2000,"11"
"241",8.6e+07,9992,"en",27.097932,107944236,94,"Released","Arthur and the Invisibles",6,639,"Adventure","Fantasy","Canal Plus","France",2006,"12"
"242",153435491.510204,36970,"en",10.706613,19406406,84,"Released","Oceans",7.3,111,"Documentary","Family","Pathé Films","France",2009,"10"
"243",8e+07,10077,"en",7.342892,5989640,110,"Released","A Sound of Thunder",4.8,111,"Thriller","Science Fiction","Epsilon Motion Pictures","Czech Republic",2005,"05"
"244",1.3e+08,76649,"en",50.561849,117831631,105,"Released","Pompeii",5.2,1267,"Action","Adventure","Impact Pictures","Canada",2014,"02"
"245",8e+06,293644,"es",0.719996,NA,89,"Released","Top Cat Begins",5.3,9,"Comedy","Animation","Anima Estudios","India",2015,"10"
"246",7.9e+07,72545,"en",40.723459,355692760,94,"Released","Journey 2: The Mysterious Island",5.8,1030,"Adventure","Action","New Line Cinema","United States of America",2012,"01"
"247",7.8e+07,109451,"en",41.247402,248384621,95,"Released","Cloudy with a Chance of Meatballs 2",6.4,915,"Animation","Family","Columbia Pictures","United States of America",2013,"09"
"248",7.8e+07,9533,"en",10.083905,209196298,124,"Released","Red Dragon",6.7,1115,"Crime","Thriller","Universal Pictures","Germany",2002,"09"
"249",1e+08,2023,"en",16.759252,108103450,136,"Released","Hidalgo",6.5,318,"Western","Adventure","Casey Silver Productions","United States of America",2004,"03"
"250",7.9e+07,71880,"en",22.132418,149673788,91,"Released","Jack and Jill",4.1,604,"Comedy",NA,"Columbia Pictures","United States of America",2011,"11"
"251",6.4e+07,309809,"en",35.384423,97571250,92,"Released","The Little Prince",7.6,756,"Adventure","Animation","Onyx Films","France",2015,"07"
"252",8e+07,4858,"en",15.673154,15071514,99,"Released","The Invasion",5.7,359,"Science Fiction","Thriller","Village Roadshow Pictures","United States of America",2007,"08"
"253",7.6e+07,17711,"en",8.981427,35134820,88,"Released","The Adventures of Rocky & Bullwinkle",3.9,87,"Action","Adventure","Universal Pictures","Germany",2000,"06"
"254",7.8e+07,8698,"en",47.436675,179265204,110,"Released","The League of Extraordinary Gentlemen",5.7,1155,"Fantasy","Action","Twentieth Century Fox Film Corporation","Czech Republic",2003,"07"
"255",7.5e+07,9802,"en",51.469576,335062621,136,"Released","The Rock",6.9,1456,"Action","Adventure","Hollywood Pictures","United States of America",1996,"06"
"256",5e+07,2976,"en",31.160542,90450008,117,"Released","Hairspray",6.5,709,"Family","Comedy","New Line Cinema","United Kingdom",2007,"07"
"257",8e+07,11026,"en",15.761384,78000586,114,"Released","Exorcist: The Beginning",4.7,183,"Horror","Mystery","Morgan Creek Productions","United States of America",2004,"08"
"258",7.5e+07,332,"en",17.561955,NA,78,"Released","Inspector Gadget",4.3,318,"Action","Adventure","Walt Disney Pictures","United States of America",1999,"07"
"259",8e+07,38365,"en",38.864027,271430189,102,"Released","Grown Ups",6,1705,"Comedy",NA,"Columbia Pictures","United States of America",2010,"06"
"260",3.5e+07,15189,"en",13.25753,73034460,100,"Released","Hotel for Dogs",5.7,202,"Comedy","Family","DreamWorks SKG","United States of America",2009,"01"
"261",7.5e+07,11678,"en",13.318744,215663859,124,"Released","Vertical Limit",5.9,283,"Action","Adventure","Columbia Pictures Corporation","New Zealand",2000,"12"
"262",7.5e+07,6538,"en",18.70031,119000410,102,"Released","Charlie Wilson's War",6.5,338,"Comedy","Drama","Universal Pictures","United States of America",2007,"12"
"263",7.5e+07,10555,"en",47.094369,367275019,90,"Released","Shark Tale",5.8,1557,"Animation","Action","DreamWorks SKG","United States of America",2004,"09"
"264",7e+07,1125,"en",14.486311,154937680,134,"Released","Dreamgirls",6.6,284,"Drama",NA,"Paramount Pictures","United States of America",2006,"12"
"265",5.3e+07,4551,"en",18.61472,95226116,118,"Released","Be Cool",5.4,292,"Comedy","Crime","Double Feature Films","United States of America",2005,"03"
"266",7e+07,612,"en",29.035222,130358911,164,"Released","Munich",6.9,696,"Drama","Action","DreamWorks SKG","Canada",2005,"12"
"267",7e+07,9567,"en",27.055085,85632458,121,"Released","Tears of the Sun",6.4,573,"Action","Drama","Columbia Pictures","United States of America",2003,"03"
"268",7.5e+07,37821,"en",23.004607,98159963,100,"Released","Killers",5.7,772,"Action","Comedy","Katalyst Films","United States of America",2010,"06"
"269",8e+07,2539,"en",14.209329,55041367,130,"Released","Spanglish",5.8,369,"Comedy",NA,"Gracie Films","United States of America",2004,"12"
"270",7.5e+07,9297,"en",36.368839,140175006,91,"Released","Monster House",6.3,874,"Animation","Comedy","Columbia Pictures","United States of America",2006,"07"
"271",7.5e+07,3172,"en",24.353302,67631903,123,"Released","Bandits",6.2,302,"Action","Comedy","Cheyenne Enterprises","United States of America",2001,"10"
"272",5.5e+07,6520,"en",19.143321,127600435,134,"Released","First Knight",5.9,311,"Action","Adventure","Columbia Pictures Corporation","United States of America",1995,"07"
"273",7.5e+07,1439,"en",13.327372,NA,148,"Released","Anna and the King",6.4,197,"Drama","History","Fox 2000 Pictures","Malaysia",1999,"12"
"274",7.5e+07,37958,"en",37.917002,226904017,110,"Released","Immortals",5.7,880,"Fantasy","Action","Virgin Produced","United States of America",2011,"11"
"275",5.2e+07,2026,"en",23.663713,77944725,113,"Released","Hostage",6.2,512,"Mystery","Drama","Miramax Films","Germany",2005,"03"
"276",7.5e+07,7450,"en",14.44381,36754634,94,"Released","Titan A.E.",6.3,313,"Animation","Action","Twentieth Century Fox Film Corporation","United States of America",2000,"06"
"277",7.5e+07,11375,"en",10.605084,51142659,116,"Released","Hollywood Homicide",5,166,"Action","Adventure","Columbia Pictures","United States of America",2003,"06"
"278",7.5e+07,9425,"en",11.873856,14567883,99,"Released","Soldier",6.1,221,"Action","War","Impact Pictures","United States of America",1998,"10"
"279",138169859.239064,25769,"en",12.708963,5802422,84,"Released","Carriers",5.8,282,"Action","Drama","Paramount Vantage","United States of America",2009,"09"
"280",7.5e+07,23685,"en",8.098369,5409517,93,"Released","Monkeybone",4.3,78,"Adventure","Fantasy","Twentieth Century Fox Film Corporation","United States of America",2001,"02"
"281",4.5e+07,11866,"en",20.374308,21009180,113,"Released","Flight of the Phoenix",5.7,276,"Action","Adventure","Twentieth Century Fox Film Corporation","United States of America",2004,"12"
"282",8.2e+07,23629,"en",39.127082,89792502,110,"Released","Sucker Punch",5.9,1623,"Action","Fantasy","Legendary Pictures","United States of America",2011,"03"
